document file-resources\defaultState.txt
image file-resources\Map.jpg
imageSize-2414.7772047360004 2414.7772047360004
Plot-name:Asturias government:Asturias -Leon 
x 1787 y 736
x 1773 y 734
x 1773 y 734
x 1758 y 739
x 1758 y 739
x 1769 y 728
x 1769 y 728
x 1764 y 722
x 1764 y 722
x 1768 y 710
x 1768 y 710
x 1778 y 700
x 1778 y 700
x 1788 y 685
x 1788 y 685
x 1799 y 672
x 1799 y 672
x 1815 y 664
x 1815 y 664
x 1835 y 663
x 1835 y 663
x 1848 y 654
x 1848 y 654
x 1875 y 649
x 1875 y 649
x 1895 y 639
x 1895 y 639
x 1917 y 629
x 1917 y 629
x 1913 y 620
x 1913 y 620
x 1910 y 610
x 1910 y 610
x 1902 y 590
x 1902 y 590
x 1891 y 585
x 1891 y 585
x 1887 y 570
x 1887 y 570
x 1879 y 562
x 1879 y 562
x 1883 y 551
x 1883 y 551
x 1867 y 554
x 1867 y 554
x 1852 y 554
x 1852 y 554
x 1838 y 573
x 1838 y 573
x 1825 y 573
x 1825 y 573
x 1813 y 590
x 1813 y 590
x 1808 y 598
x 1808 y 598
x 1750 y 613
x 1750 y 613
x 1740 y 615
x 1740 y 615
x 1729 y 611
x 1729 y 611
x 1706 y 616
x 1706 y 616
x 1697 y 626
x 1697 y 626
x 1686 y 639
x 1686 y 639
x 1674 y 651
x 1674 y 651
x 1675 y 661
x 1675 y 661
x 1683 y 670
x 1683 y 670
x 1688 y 680
x 1688 y 680
x 1684 y 690
x 1684 y 690
x 1677 y 697
x 1677 y 697
x 1683 y 710
x 1683 y 710
x 1686 y 714
x 1686 y 714
x 1673 y 730
x 1673 y 730
x 1677 y 736
x 1677 y 736
x 1685 y 742
x 1685 y 742
x 1690 y 760
x 1690 y 760
x 1703 y 761
x 1703 y 761
x 1709 y 761
x 1709 y 761
x 1715 y 775
x 1715 y 775
x 1723 y 775
Plot-
x 2035 y 986
x 2035 y 986
x 2064 y 964
x 2064 y 964
x 2086 y 946
x 2086 y 946
x 2107 y 929
x 2107 y 929
x 2128 y 917
x 2128 y 917
x 2155 y 912
x 2155 y 912
x 2180 y 905
x 2180 y 905
x 2166 y 914
x 2166 y 914
x 2157 y 925
x 2157 y 925
x 2169 y 925
x 2169 y 925
x 2177 y 926
x 2177 y 926
x 2171 y 935
x 2171 y 935
x 2171 y 943
x 2171 y 943
x 2177 y 951
x 2177 y 951
x 2186 y 955
x 2186 y 955
x 2195 y 951
x 2195 y 951
x 2201 y 946
x 2201 y 946
x 2211 y 949
x 2211 y 949
x 2222 y 954
x 2222 y 954
x 2224 y 965
x 2224 y 965
x 2215 y 978
x 2215 y 978
x 2209 y 992
x 2209 y 992
x 2196 y 1005
x 2196 y 1005
x 2191 y 1020
x 2191 y 1020
x 2186 y 1032
x 2186 y 1032
x 2169 y 1046
x 2169 y 1046
x 2154 y 1059
x 2154 y 1059
x 2145 y 1053
x 2145 y 1053
x 2141 y 1039
x 2141 y 1039
x 2127 y 1038
x 2127 y 1038
x 2108 y 1038
x 2108 y 1038
x 2099 y 1028
x 2099 y 1028
x 2100 y 1011
x 2100 y 1011
x 2100 y 1000
x 2100 y 1000
x 2089 y 994
x 2089 y 994
x 2078 y 996
x 2078 y 996
x 2067 y 1009
x 2067 y 1009
x 2064 y 1019
x 2064 y 1019
x 2058 y 1009
x 2058 y 1009
x 2047 y 1000
x 2047 y 1000
x 2036 y 997
x 2036 y 997
x 2031 y 987
Plot-
x 2295 y 884
x 2295 y 884
x 2314 y 880
x 2314 y 880
x 2332 y 880
x 2332 y 880
x 2342 y 888
x 2342 y 888
x 2355 y 901
x 2355 y 901
x 2363 y 918
x 2363 y 918
x 2365 y 931
x 2365 y 931
x 2359 y 939
x 2359 y 939
x 2349 y 938
x 2349 y 938
x 2337 y 930
x 2337 y 930
x 2325 y 923
x 2325 y 923
x 2313 y 912
x 2313 y 912
x 2296 y 912
x 2296 y 912
x 2285 y 913
x 2285 y 913
x 2280 y 905
x 2280 y 905
x 2280 y 889
x 2280 y 889
x 2292 y 882
x 2292 y 882
x 2292 y 882
Plot-
x 1855 y 1115
x 1855 y 1115
x 1866 y 1101
x 1866 y 1101
x 1881 y 1095
x 1881 y 1095
x 1895 y 1092
x 1895 y 1092
x 1905 y 1095
x 1905 y 1095
x 1912 y 1105
x 1912 y 1105
x 1906 y 1115
x 1906 y 1115
x 1895 y 1126
x 1895 y 1126
x 1882 y 1138
x 1882 y 1138
x 1874 y 1150
x 1874 y 1150
x 1877 y 1158
x 1877 y 1158
x 1890 y 1157
x 1890 y 1157
x 1885 y 1164
x 1885 y 1164
x 1884 y 1170
x 1884 y 1170
x 1888 y 1177
x 1888 y 1177
x 1897 y 1184
x 1897 y 1184
x 1905 y 1187
x 1905 y 1187
x 1900 y 1195
x 1900 y 1195
x 1892 y 1187
x 1892 y 1187
x 1888 y 1184
x 1888 y 1184
x 1882 y 1191
x 1882 y 1191
x 1873 y 1195
x 1873 y 1195
x 1870 y 1187
x 1870 y 1187
x 1876 y 1178
x 1876 y 1178
x 1879 y 1169
x 1879 y 1169
x 1878 y 1161
x 1878 y 1161
x 1869 y 1150
x 1869 y 1150
x 1850 y 1147
x 1850 y 1147
x 1844 y 1145
x 1844 y 1145
x 1845 y 1129
x 1845 y 1129
x 1850 y 1120
x 1850 y 1120
x 1850 y 1120
Plot-
x 1444 y 1168
x 1444 y 1168
x 1429 y 1176
x 1429 y 1176
x 1423 y 1185
x 1423 y 1185
x 1405 y 1182
x 1405 y 1182
x 1401 y 1197
x 1401 y 1197
x 1392 y 1207
x 1392 y 1207
x 1388 y 1219
x 1388 y 1219
x 1396 y 1227
x 1396 y 1227
x 1396 y 1239
x 1396 y 1239
x 1390 y 1251
x 1390 y 1251
x 1383 y 1260
x 1383 y 1260
x 1371 y 1266
x 1371 y 1266
x 1361 y 1258
x 1361 y 1258
x 1352 y 1252
x 1352 y 1252
x 1338 y 1257
x 1338 y 1257
x 1332 y 1264
x 1332 y 1264
x 1312 y 1272
x 1312 y 1272
x 1300 y 1272
x 1300 y 1272
x 1292 y 1280
x 1292 y 1280
x 1274 y 1286
x 1274 y 1286
x 1267 y 1298
x 1267 y 1298
x 1263 y 1309
x 1263 y 1309
x 1251 y 1318
x 1251 y 1318
x 1251 y 1327
x 1251 y 1327
x 1260 y 1338
x 1260 y 1338
x 1267 y 1346
x 1267 y 1346
x 1281 y 1354
x 1281 y 1354
x 1297 y 1358
x 1297 y 1358
x 1309 y 1360
x 1309 y 1360
x 1309 y 1377
x 1309 y 1377
x 1309 y 1398
x 1309 y 1398
x 1309 y 1412
x 1309 y 1412
x 1316 y 1418
x 1316 y 1418
x 1324 y 1435
x 1324 y 1435
x 1332 y 1447
x 1332 y 1447
x 1341 y 1450
x 1341 y 1450
x 1353 y 1450
x 1353 y 1450
x 1363 y 1461
x 1363 y 1461
x 1371 y 1473
x 1371 y 1473
x 1387 y 1462
x 1387 y 1462
x 1399 y 1447
x 1399 y 1447
x 1410 y 1438
x 1410 y 1438
x 1422 y 1432
x 1422 y 1432
x 1440 y 1432
x 1440 y 1432
x 1447 y 1440
x 1447 y 1440
x 1458 y 1432
x 1458 y 1432
x 1471 y 1429
x 1471 y 1429
x 1483 y 1434
x 1483 y 1434
x 1500 y 1432
x 1500 y 1432
x 1512 y 1428
x 1512 y 1428
x 1519 y 1420
x 1519 y 1420
x 1520 y 1411
x 1520 y 1411
x 1510 y 1411
x 1510 y 1411
x 1500 y 1407
x 1500 y 1407
x 1497 y 1399
x 1497 y 1399
x 1501 y 1388
x 1501 y 1388
x 1509 y 1382
x 1509 y 1382
x 1514 y 1375
x 1514 y 1375
x 1513 y 1360
x 1513 y 1360
x 1502 y 1359
x 1502 y 1359
x 1495 y 1352
x 1495 y 1352
x 1488 y 1344
x 1488 y 1344
x 1483 y 1330
x 1483 y 1330
x 1477 y 1317
x 1477 y 1317
x 1471 y 1311
x 1471 y 1311
x 1469 y 1296
x 1469 y 1296
x 1473 y 1282
x 1473 y 1282
x 1476 y 1273
x 1476 y 1273
x 1473 y 1262
x 1473 y 1262
x 1462 y 1255
x 1462 y 1255
x 1455 y 1248
x 1455 y 1248
x 1461 y 1233
x 1461 y 1233
x 1466 y 1220
x 1466 y 1220
x 1473 y 1207
x 1473 y 1207
x 1469 y 1192
x 1469 y 1192
x 1461 y 1183
x 1461 y 1183
x 1453 y 1174
x 1453 y 1174
x 1444 y 1171
Plot-
x 1506 y 648
x 1506 y 648
x 1497 y 648
x 1497 y 648
x 1490 y 657
x 1490 y 657
x 1482 y 653
x 1482 y 653
x 1474 y 645
x 1474 y 645
x 1460 y 643
x 1460 y 643
x 1441 y 648
x 1441 y 648
x 1439 y 660
x 1439 y 660
x 1426 y 664
x 1426 y 664
x 1418 y 659
x 1418 y 659
x 1407 y 664
x 1407 y 664
x 1405 y 674
x 1405 y 674
x 1400 y 685
x 1400 y 685
x 1385 y 690
x 1385 y 690
x 1368 y 690
x 1368 y 690
x 1359 y 680
x 1359 y 680
x 1349 y 670
x 1349 y 670
x 1336 y 657
x 1336 y 657
x 1322 y 648
x 1322 y 648
x 1313 y 643
x 1313 y 643
x 1296 y 640
x 1296 y 640
x 1286 y 635
x 1286 y 635
x 1280 y 624
x 1280 y 624
x 1279 y 611
x 1279 y 611
x 1279 y 599
x 1279 y 599
x 1285 y 591
x 1285 y 591
x 1291 y 584
x 1291 y 584
x 1295 y 591
x 1295 y 591
x 1304 y 591
x 1304 y 591
x 1311 y 584
x 1311 y 584
x 1311 y 578
x 1311 y 578
x 1307 y 565
x 1307 y 565
x 1308 y 558
x 1308 y 558
x 1312 y 549
x 1312 y 549
x 1323 y 541
x 1323 y 541
x 1333 y 534
x 1333 y 534
x 1336 y 523
x 1336 y 523
x 1334 y 515
x 1334 y 515
x 1333 y 505
x 1333 y 505
x 1330 y 500
x 1330 y 500
x 1333 y 492
x 1333 y 492
x 1332 y 476
x 1332 y 476
x 1329 y 466
x 1329 y 466
x 1343 y 465
x 1343 y 465
x 1358 y 468
x 1358 y 468
x 1373 y 475
x 1373 y 475
x 1382 y 478
x 1382 y 478
x 1396 y 473
x 1396 y 473
x 1407 y 463
x 1407 y 463
x 1415 y 456
x 1415 y 456
x 1418 y 445
x 1418 y 445
x 1418 y 440
x 1418 y 440
x 1410 y 433
x 1410 y 433
x 1405 y 424
x 1405 y 424
x 1406 y 412
x 1406 y 412
x 1407 y 399
x 1407 y 399
x 1409 y 391
x 1409 y 391
x 1415 y 379
x 1415 y 379
x 1417 y 367
x 1417 y 367
x 1421 y 353
x 1421 y 353
x 1427 y 342
x 1427 y 342
x 1433 y 334
x 1433 y 334
x 1441 y 324
x 1441 y 324
x 1447 y 312
x 1447 y 312
x 1461 y 310
x 1461 y 310
x 1468 y 304
x 1468 y 304
x 1477 y 297
x 1477 y 297
x 1489 y 290
x 1489 y 290
x 1488 y 298
x 1488 y 298
x 1486 y 310
x 1486 y 310
x 1486 y 323
x 1486 y 323
x 1488 y 337
x 1488 y 337
x 1491 y 350
x 1491 y 350
x 1497 y 362
x 1497 y 362
x 1503 y 374
x 1503 y 374
x 1509 y 382
x 1509 y 382
x 1521 y 386
x 1521 y 386
x 1520 y 402
x 1520 y 402
x 1520 y 415
x 1520 y 415
x 1519 y 430
x 1519 y 430
x 1515 y 444
x 1515 y 444
x 1507 y 450
x 1507 y 450
x 1497 y 454
x 1497 y 454
x 1497 y 460
x 1497 y 460
x 1500 y 466
x 1500 y 466
x 1506 y 471
x 1506 y 471
x 1515 y 473
x 1515 y 473
x 1529 y 473
x 1529 y 473
x 1535 y 473
x 1535 y 473
x 1540 y 481
x 1540 y 481
x 1547 y 489
x 1547 y 489
x 1560 y 498
x 1560 y 498
x 1560 y 519
x 1560 y 519
x 1571 y 525
x 1571 y 525
x 1583 y 530
x 1583 y 530
x 1588 y 544
x 1588 y 544
x 1599 y 554
x 1599 y 554
x 1615 y 554
x 1615 y 554
x 1622 y 568
x 1622 y 568
x 1630 y 576
x 1630 y 576
x 1629 y 591
x 1629 y 591
x 1657 y 604
x 1657 y 604
x 1664 y 602
x 1664 y 602
x 1676 y 598
x 1676 y 598
x 1684 y 591
x 1684 y 591
x 1695 y 587
x 1695 y 587
x 1695 y 598
x 1695 y 598
x 1695 y 605
x 1695 y 605
x 1701 y 617
x 1701 y 617
x 1695 y 627
x 1695 y 627
x 1688 y 636
x 1688 y 636
x 1676 y 646
x 1676 y 646
x 1671 y 658
x 1671 y 658
x 1660 y 660
x 1660 y 660
x 1645 y 659
x 1645 y 659
x 1641 y 648
x 1641 y 648
x 1628 y 646
x 1628 y 646
x 1617 y 638
x 1617 y 638
x 1605 y 632
x 1605 y 632
x 1598 y 625
x 1598 y 625
x 1579 y 621
x 1579 y 621
x 1571 y 610
x 1571 y 610
x 1564 y 603
x 1564 y 603
x 1557 y 604
x 1557 y 604
x 1545 y 609
x 1545 y 609
x 1544 y 624
x 1544 y 624
x 1541 y 636
x 1541 y 636
x 1532 y 645
x 1532 y 645
x 1518 y 646
x 1518 y 646
x 1508 y 646
Plot-
x 821 y 859
x 821 y 859
x 830 y 850
x 830 y 850
x 839 y 843
x 839 y 843
x 852 y 843
x 852 y 843
x 851 y 852
x 851 y 852
x 865 y 859
x 865 y 859
x 877 y 857
x 877 y 857
x 884 y 850
x 884 y 850
x 891 y 843
x 891 y 843
x 904 y 835
x 904 y 835
x 907 y 844
x 907 y 844
x 911 y 849
x 911 y 849
x 918 y 849
x 918 y 849
x 925 y 844
x 925 y 844
x 927 y 841
x 927 y 841
x 935 y 844
x 935 y 844
x 948 y 845
x 948 y 845
x 964 y 848
x 964 y 848
x 976 y 854
x 976 y 854
x 991 y 860
x 991 y 860
x 1003 y 865
x 1003 y 865
x 1016 y 870
x 1016 y 870
x 1032 y 875
x 1032 y 875
x 1029 y 883
x 1029 y 883
x 1026 y 889
x 1026 y 889
x 1015 y 892
x 1015 y 892
x 1007 y 899
x 1007 y 899
x 1001 y 904
x 1001 y 904
x 991 y 906
x 991 y 906
x 989 y 914
x 989 y 914
x 990 y 921
x 990 y 921
x 997 y 927
x 997 y 927
x 1007 y 920
x 1007 y 920
x 1014 y 913
x 1014 y 913
x 1022 y 912
x 1022 y 912
x 1030 y 904
x 1030 y 904
x 1037 y 898
x 1037 y 898
x 1042 y 891
x 1042 y 891
x 1065 y 892
x 1065 y 892
x 1077 y 883
x 1077 y 883
x 1089 y 887
x 1089 y 887
x 1105 y 888
x 1105 y 888
x 1114 y 891
x 1114 y 891
x 1120 y 903
x 1120 y 903
x 1120 y 917
x 1120 y 917
x 1131 y 930
x 1131 y 930
x 1134 y 947
x 1134 y 947
x 1144 y 960
x 1144 y 960
x 1150 y 976
x 1150 y 976
x 1149 y 996
x 1149 y 996
x 1148 y 1018
x 1148 y 1018
x 1134 y 1018
x 1134 y 1018
x 1122 y 1011
x 1122 y 1011
x 1107 y 1011
x 1107 y 1011
x 1088 y 1016
x 1088 y 1016
x 1083 y 1026
x 1083 y 1026
x 1064 y 1028
x 1064 y 1028
x 1056 y 1041
x 1056 y 1041
x 1042 y 1049
x 1042 y 1049
x 1016 y 1059
x 1016 y 1059
x 990 y 1064
x 990 y 1064
x 977 y 1058
x 977 y 1058
x 972 y 1041
x 972 y 1041
x 955 y 1041
x 955 y 1041
x 945 y 1039
x 945 y 1039
x 946 y 1025
x 946 y 1025
x 957 y 1014
x 957 y 1014
x 960 y 1004
x 960 y 1004
x 961 y 994
x 961 y 994
x 949 y 995
x 949 y 995
x 943 y 1002
x 943 y 1002
x 938 y 1013
x 938 y 1013
x 915 y 1013
x 915 y 1013
x 893 y 1011
x 893 y 1011
x 879 y 999
x 879 y 999
x 873 y 1010
x 873 y 1010
x 861 y 1021
x 861 y 1021
x 848 y 1030
x 848 y 1030
x 834 y 1038
x 834 y 1038
x 822 y 1045
x 822 y 1045
x 813 y 1040
x 813 y 1040
x 802 y 1031
x 802 y 1031
x 794 y 1022
x 794 y 1022
x 781 y 1009
x 781 y 1009
x 773 y 999
x 773 y 999
x 771 y 988
x 771 y 988
x 777 y 982
x 777 y 982
x 777 y 970
x 777 y 970
x 777 y 955
x 777 y 955
x 773 y 947
x 773 y 947
x 767 y 948
x 767 y 948
x 762 y 953
x 762 y 953
x 752 y 956
x 752 y 956
x 747 y 954
x 747 y 954
x 747 y 946
x 747 y 946
x 752 y 943
x 752 y 943
x 755 y 937
x 755 y 937
x 753 y 932
x 753 y 932
x 747 y 927
x 747 y 927
x 735 y 926
x 735 y 926
x 733 y 921
x 733 y 921
x 740 y 911
x 740 y 911
x 741 y 896
x 741 y 896
x 739 y 880
x 739 y 880
x 743 y 874
x 743 y 874
x 755 y 874
x 755 y 874
x 762 y 879
x 762 y 879
x 774 y 882
x 774 y 882
x 783 y 877
x 783 y 877
x 793 y 867
x 793 y 867
x 798 y 869
x 798 y 869
x 804 y 874
x 804 y 874
x 814 y 874
x 814 y 874
x 814 y 864
x 814 y 864
x 819 y 860
EOF
